,Unnamed: 0,movieId,rating_mean,genres,databaseId,title
132,1892404,344,2.99,Comedy,190418,Ace Ventura: Pet Detective (1994)
133,1938006,349,3.67,Action|Crime|Drama|Thriller,194987,Clear and Present Danger (1994)
134,1972551,350,3.47,Drama|Mystery|Thriller,82284,The Client(1994)
135,1989508,352,3.26,Comedy|Drama,89973,Crooklyn (1994)
136,1990906,353,3.51,Action|Crime|Fantasy|Thriller,186732,The Crow(1994)
137,2008997,356,4.06,Comedy|Drama|Romance|War,162882,Forrest Gump (1994)
138,2106027,357,3.64,Comedy|Romance,186271,Four Weddings and a Funeral (1994)
139,2136260,361,3.32,Comedy|Drama|Romance,83274,It Could Happen to You (1994)
140,2141823,362,3.36,Adventure|Children|Romance,86506,The Jungle Book(1994)
141,2150910,364,3.81,Adventure|Animation|Children|Drama|Musical|IMAX,108278,The Lion King(1994)
142,2198214,367,3.18,Action|Comedy|Crime|Fantasy,166052,The Mask(1994)
143,2236911,368,3.41,Adventure|Comedy|Western,80014,Maverick (1994)
144,2255863,371,3.26,Comedy|Drama,190662,The Paper(1994)
145,2260284,372,3.26,Comedy|Drama|Romance,188094,Reality Bites (1994)
146,2269480,374,2.44,Children|Comedy,130379,Richie Rich (1994)
147,2275566,376,3.29,Action|Thriller,169353,The River Wild(1994)
148,2288771,377,3.49,Action|Romance|Thriller,154857,Speed (1994)
149,2335243,379,2.72,Action|Sci-Fi|Thriller,101889,Timecop (1994)
150,2341789,380,3.5,Action|Adventure|Comedy|Romance|Thriller,144550,True Lies (1994)
151,2392648,381,3.4,Drama|Romance,120886,When a Man Loves a Woman (1994)
152,2398301,383,3.2,Western,178136,Wyatt Earp (1994)
153,2403798,387,2.66,Action|Comedy,77946,"Low Down Dirty Shame, A (1994)"
154,2404539,410,3.01,Children|Comedy|Fantasy,148213,Addams Family Values (1993)
155,2425164,412,3.55,Drama,162016,The Age of Innocence(1993)
156,2430014,413,2.82,Comedy,177227,Airheads (1994)
157,2437047,416,2.71,Western,98981,Bad Girls (1994)
158,2438895,420,2.76,Action|Comedy|Crime|Thriller,193672,Beverly Hills Cop III (1994)
159,2455271,421,3.29,Adventure|Children|Drama,77358,Black Beauty (1994)
160,2457189,423,3.01,Action|Thriller,153707,Blown Away (1994)
161,2459645,424,2.71,Drama,87689,Blue Chips (1994)
162,2460454,426,3.11,Horror|Sci-Fi|Thriller,111585,Body Snatchers (1993)
163,2463900,427,2.54,Drama|Mystery|Romance|Thriller,179112,Boxing Helena (1993)
164,2467425,428,3.82,Drama,188047,"Bronx Tale, A (1993)"
165,2473083,431,3.7,Crime|Drama,91677,Carlito's Way (1993)
166,2483824,434,3.07,Action|Adventure|Thriller,85879,Cliffhanger (1993)
167,2511450,435,2.57,Comedy|Sci-Fi,139150,Coneheads (1993)
168,2526930,440,3.6,Comedy|Romance,97667,Dave (1993)
169,2547140,441,3.68,Comedy,124708,Dazed and Confused (1993)
170,2556981,442,3.05,Action|Adventure|Sci-Fi,173194,Demolition Man (1993)
171,2577690,454,3.5,Drama|Thriller,181540,The Firm(1993)
172,2633006,455,2.61,Adventure|Children|Drama,91611,Free Willy (1993)
173,2653148,457,3.98,Thriller,167064,The Fugitive(1993)
174,2711176,464,2.92,Action|Adventure|Crime|Thriller,127291,Hard Target (1993)
175,2714563,465,3.26,Action|Drama|War,84434,Heaven & Earth (1993)
176,2715332,466,2.92,Action|Comedy|War,147910,Hot Shots! Part Deux (1993)
177,2730722,473,2.32,Comedy|War,120792,In the Army Now (1994)
178,2732197,474,3.72,Action|Thriller,157850,In the Line of Fire (1993)
179,2752502,476,3.02,Comedy|Drama,155576,The Inkwell(1994)
180,2752744,480,3.67,Action|Adventure|Sci-Fi|Thriller,101158,Jurassic Park (1993)
181,2905632,481,3.34,Drama|Thriller,159810,Kalifornia (1993)
182,2911669,482,3.43,Crime|Drama|Thriller,93258,Killing Zoe (1994)
183,2914512,483,3.77,Drama,136234,King of the Hill (1993)
184,2915135,484,2.78,Adventure|Children,152142,Lassie (1994)
185,2915930,485,2.78,Action|Adventure|Comedy|Fantasy,201861,Last Action Hero (1993)
186,2931444,488,3.39,Drama|Romance,124856,M. Butterfly (1993)
187,2932033,490,3.35,Thriller,122621,Malice (1993)
188,2935365,491,3.4,Drama,95186,The Man Without a Face(1993)
189,2941267,494,3.37,Action|Adventure|Thriller,135640,Executive Decision (1996)
190,2955770,497,3.87,Comedy|Romance,78559,Much Ado About Nothing (1993)
191,2971119,499,2.77,Comedy|Romance,91106,Mr. Wonderful (1993)
192,2971541,500,3.39,Comedy|Drama,161983,Mrs. Doubtfire (1993)
193,3010023,507,3.52,Crime|Drama|Thriller,82795,"Perfect World, A (1993)"
194,3013546,508,3.8,Drama,145338,Philadelphia (1993)
195,3036060,509,3.68,Drama|Romance,86104,The Piano(1993)
196,3054735,514,3.45,Comedy,121502,The Ref(1994)
197,3059632,515,3.89,Drama|Romance,146309,The Remains of the Day(1993)
198,3071229,517,3.14,Action|Drama|Mystery,118402,Rising Sun (1993)
199,3074939,520,3.07,Comedy,90591,Robin Hood: Men in Tights (1993)
200,3092080,521,3.32,Crime|Thriller,152883,Romeo Is Bleeding (1993)
201,3094333,524,3.51,Drama,140750,Rudy (1993)
202,3103603,527,4.26,Drama|War,188808,Schindler's List (1993)
203,3175115,528,2.78,Comedy|Drama,182070,The Scout(1994)
204,3176066,531,3.5,Children|Drama,148572,The Secret Garden(1993)
205,3185284,533,2.93,Action|Adventure|Fantasy|Mystery,163899,The Shadow(1994)
206,3189405,538,3.69,Drama,151670,Six Degrees of Separation (1993)
207,3194826,539,3.52,Comedy|Drama|Romance,178711,Sleepless in Seattle (1993)
208,3226598,540,2.72,Thriller,155564,Sliver (1993)
209,3231935,541,4.12,Action|Sci-Fi|Thriller,147934,Blade Runner (1982)
210,3271372,542,2.86,Comedy|Drama|Romance,188474,Son in Law (1993)
211,3275237,543,3.21,Comedy|Romance|Thriller,93178,So I Married an Axe Murderer (1993)
212,3289628,546,2.09,Action|Adventure|Children|Comedy|Fantasy|Sci-Fi,96021,Super Mario Bros. (1993)
213,3296071,551,3.74,Animation|Children|Fantasy|Musical,171615,The Nightmare Before Christmas(1993)
214,3320204,553,3.7,Action|Drama|Western,180251,Tombstone (1993)
215,3336648,555,3.8,Crime|Thriller,88267,True Romance (1993)
216,3354030,575,3.04,Children|Comedy,161831,The Little Rascals(1994)
217,3357163,577,2.81,Adventure|Children|Drama,138175,Andre (1994)
218,3357842,580,3.05,Drama,154118,Princess Caraboo (1994)
219,3358444,585,2.61,Comedy,171810,The Brady Bunch Movie(1995)
220,3369602,586,3.13,Children|Comedy,90967,Home Alone (1990)
221,3435074,587,3.44,Comedy|Drama|Fantasy|Romance|Thriller,89307,Ghost (1990)
222,3467279,588,3.69,Adventure|Animation|Children|Comedy|Musical,107514,Aladdin (1992)
223,3570927,589,3.94,Action|Sci-Fi,139878,Terminator 2: Judgment Day (1991)
224,3635180,590,3.74,Adventure|Drama|Western,79136,Dances with Wolves (1990)
225,3687051,592,3.39,Action|Crime|Thriller,181370,Batman (1989)
226,3741491,593,4.15,Crime|Horror|Thriller,203424,The Silence of the Lambs (1991)
227,3829384,594,3.57,Animation|Children|Drama|Fantasy|Musical,78766,Snow White and the Seven Dwarfs (1937)
228,3850097,595,3.68,Animation|Children|Fantasy|Musical|Romance|IMAX,151488,Beauty and the Beast (1991)
229,3892495,596,3.45,Animation|Children|Fantasy|Musical,76757,Pinocchio (1940)
230,3908327,597,3.43,Comedy|Romance,84798,Pretty Woman (1990)
231,3946824,599,3.97,Adventure|Western,82569,The Wild Bunch(1969)
232,3950418,605,3.3,Drama|Romance,87954,One Fine Day (1996)
233,3954305,606,2.58,Fantasy|Horror,134346,Candyman: Farewell to the Flesh (1995)
234,3955902,608,4.11,Comedy|Crime|Drama|Thriller,81385,Fargo (1996)
235,4010397,609,3.03,Adventure|Children,79811,Homeward Bound II: Lost in San Francisco (1996)
236,4013269,616,3.38,Animation|Children,170213,The Aristocats(1970)
237,4023329,619,2.61,Comedy,86827,Ed (1996)
238,4024113,628,3.75,Crime|Drama|Mystery|Thriller,83766,Primal Fear (1996)
239,4037041,631,2.76,Adventure|Animation|Children|Fantasy|Musical|Romance,115723,All Dogs Go to Heaven 2 (1996)
240,4039679,637,2.85,Comedy,127011,Sgt. Bilko (1996)
241,4046633,640,2.98,Drama|Thriller,111030,Diabolique (1996)
242,4050024,647,3.53,Action|Crime|Drama|War,125914,Courage Under Fire (1996)
243,4058740,648,3.4,Action|Adventure|Mystery|Thriller,80325,Mission: Impossible (1996)
244,4148866,653,3.22,Action|Adventure|Fantasy,111598,Dragonheart (1996)
245,4165697,656,2.88,Comedy,145212,Eddie (1996)
246,4166982,661,3.28,Adventure|Animation|Children|Fantasy|Musical,112260,James and the Giant Peach (1996)
247,4179729,663,3.36,Comedy,112644,Kids in the Hall: Brain Candy (1996)
248,4183240,671,3.66,Comedy|Sci-Fi,129492,Mystery Science Theater 3000: The Movie (1996)
249,4190597,673,2.76,Adventure|Animation|Children|Comedy|Fantasy|Sci-Fi,193109,Space Jam (1996)
250,4203510,674,2.98,Adventure|Comedy|Sci-Fi,198803,Barbarella (1968)
251,4207080,688,2.59,Action|Adventure|Comedy|War,202461,Operation Dumbo Drop (1995)
252,4210216,694,3.01,Action|Crime|Drama,189988,The Substitute(1996)
253,4213142,704,2.84,Action|Adventure,176163,The Quest(1996)
254,4215086,708,3.4,Comedy|Romance,102456,The Truth About Cats & Dogs(1996)
255,4231938,709,3.32,Adventure|Animation|Children|Comedy|Musical,95450,Oliver & Company (1988)
256,4235095,714,3.89,Drama|Mystery|Western,134503,Dead Man (1995)
257,4239400,719,2.95,Comedy,116199,Multiplicity (1996)
258,4248509,724,3.08,Drama|Fantasy|Horror|Thriller,142603,The Craft(1996)
259,4259141,725,2.8,Comedy,166083,The Great White Hype(1996)
260,4260781,733,3.69,Action|Adventure|Thriller,139492,The Rock(1996)
261,4298715,736,3.22,Action|Adventure|Romance|Thriller,194965,Twister (1996)
262,4337375,742,2.75,Horror|Thriller,157490,Thinner (1996)
263,4339451,743,2.74,Comedy,108453,Spy Hard (1996)
264,4347023,747,2.35,Comedy,159488,The Stupids(1996)
265,4348199,748,3.17,Action|Sci-Fi|Thriller,144386,The Arrival(1996)
266,4353873,750,4.21,Comedy,87490,Dr. Strangelove (1964)
267,4383355,754,2.95,Adventure|Children,166906,Gold Diggers: The Secret of Bear Mountain (1995)
268,4383752,762,2.41,Comedy|Crime,189403,Striptease (1996)
269,4395360,765,3.05,Comedy|Drama,176051,Jack (1996)
270,4401367,778,4.01,Comedy|Crime|Drama,161546,Trainspotting (1996)
271,4432910,783,3.25,Animation|Children|Drama|Musical|Romance,143955,The Hunchback of Notre Dame(1996)
272,4446314,784,2.7,Comedy|Thriller,176100,The Cable Guy(1996)
273,4463700,785,3.28,Comedy,112737,Kingpin (1996)
274,4476287,786,3.17,Action|Drama|Thriller,78888,Eraser (1996)
275,4495365,788,2.85,Comedy|Fantasy|Romance|Sci-Fi,182236,The Nutty Professor(1996)
276,4517871,798,2.84,Action|Adventure|Drama|Thriller,151577,Daylight (1996)
277,4521289,801,3.03,Children|Comedy,105529,Harriet the Spy (1996)
278,4523143,802,3.47,Drama|Romance,168644,Phenomenon (1996)
279,4537883,805,3.69,Drama|Thriller,78562,"Time to Kill, A (1996)"
280,4551813,808,3.22,Adventure|Children,106018,Alaska (1996)
281,4552684,809,2.85,Action|Adventure,150177,Fled (1996)
282,4554135,810,1.86,Children|Comedy|Fantasy,95501,Kazaam (1996)
283,4556293,828,3.15,Adventure|Children,78929,The Adventures of Pinocchio(1996)
284,4558029,830,3.09,Comedy,202156,The First Wives Club(1996)
285,4566106,832,3.45,Crime|Thriller,103180,Ransom (1996)
286,4582813,837,3.44,Children|Comedy|Fantasy,98683,Matilda (1996)
287,4589706,838,3.75,Comedy|Drama|Romance,122408,Emma (1996)
288,4598932,849,2.77,Action|Adventure|Sci-Fi|Thriller,165085,Escape from L.A. (1996)
289,4608809,852,3.18,Comedy|Drama|Romance,116230,Tin Cup (1996)
290,4620828,858,4.33,Crime|Drama,161723,Godfather The (1972)
291,4681730,866,3.71,Crime|Drama|Romance|Thriller,95467,Bound (1996)
292,4688503,870,2.24,Comedy,159718,Gone Fishin' (1997)
293,4689003,881,2.83,Children|Comedy,89005,First Kid (1996)
294,4690205,886,3.06,Action|Comedy|Crime,96329,Bulletproof (1996)
295,4692086,898,4.11,Comedy|Drama|Romance,143194,The Philadelphia Story(1940)
296,4699911,899,4.03,Comedy|Musical|Romance,146224,Singin' in the Rain (1952)
297,4712701,901,3.62,Comedy|Musical,106416,Funny Face (1957)
298,4714464,902,3.82,Drama|Romance,198004,Breakfast at Tiffany's (1961)
299,4727249,903,4.12,Drama|Mystery|Romance|Thriller,84837,Vertigo (1958)
300,4745174,904,4.23,Mystery|Thriller,198967,Rear Window (1954)
301,4767436,905,4.13,Comedy|Romance,193833,It Happened One Night (1934)
302,4772185,908,4.2,Action|Adventure|Mystery|Romance|Thriller,175969,North by Northwest (1959)
303,4791795,909,4.02,Comedy|Drama|Romance,181072,The Apartment(1960)
304,4798172,910,4.03,Comedy|Crime,199989,Some Like It Hot (1959)
305,4811923,912,4.21,Drama|Romance,160038,Casablanca (1942)
306,4843016,913,4.13,Film-Noir|Mystery,82321,The Maltese Falcon(1941)
307,4857599,914,3.87,Comedy|Drama|Musical|Romance,185009,My Fair Lady (1964)
308,4869687,915,3.87,Comedy|Romance,170094,Sabrina (1954)
309,4875913,916,4.06,Comedy|Drama|Romance,187253,Roman Holiday (1953)
310,4883371,918,3.73,Musical,169470,Meet Me in St. Louis (1944)
311,4885438,919,3.94,Adventure|Children|Fantasy|Musical,134101,The Wizard of Oz (1939)
312,4912873,920,3.82,Drama|Romance|War,129832,Gone with the Wind (1939)
313,4931205,921,3.78,Comedy,91608,My Favorite Year (1982)
314,4933709,923,4.09,Drama|Mystery,77455,Citizen Kane (1941)
315,4955218,924,3.97,Adventure|Drama|Sci-Fi,125118,2001: A Space Odyssey (1968)
316,5018048,926,4.17,Drama,105461,All About Eve (1950)
317,5023679,928,4.07,Drama|Mystery|Romance|Thriller,158083,Rebecca (1940)
318,5029211,933,4.0,Crime|Mystery|Romance|Thriller,101241,To Catch a Thief (1955)
319,5034599,934,3.46,Comedy,171343,Father of the Bride (1950)
320,5039418,937,3.68,Comedy|Romance,95286,Love in the Afternoon (1957)
321,5039973,940,3.85,Action|Adventure|Romance,131551,The Adventures of Robin Hood(1938)
322,5044389,942,4.07,Crime|Film-Noir|Mystery,182661,Laura (1944)
323,5047474,944,3.82,Drama,150601,Lost Horizon (1937)
324,5048621,948,3.74,Drama|Romance|Western,79187,Giant (1956)
325,5050470,950,4.15,Comedy|Crime,152874,The Thin Man(1934)
326,5054171,951,4.09,Comedy|Romance,90633,His Girl Friday (1940)
327,5058738,953,4.02,Children|Drama|Fantasy|Romance,166466,It's a Wonderful Life (1946)
328,5076508,954,3.99,Drama,97892,Mr. Smith Goes to Washington (1939)
329,5083334,955,4.02,Comedy|Romance,193302,Bringing Up Baby (1938)
330,5088336,967,2.78,Western,120057,The Outlaw(1943)
331,5088514,968,3.62,Horror|Sci-Fi|Thriller,79385,Night of the Living Dead (1968)
332,5107742,969,4.06,Adventure|Comedy|Romance|War,151371,The African Queen(1951)
333,5119678,971,3.93,Drama,148780,Cat on a Hot Tin Roof (1958)
334,5122927,986,3.5,Adventure|Children,120896,Fly Away Home (1996)
335,5126298,996,3.01,Action|Crime|Drama|Thriller,101846,Last Man Standing (1996)
336,5129862,998,3.22,Action|Crime,154360,Set It Off (1996)
337,5130727,1004,2.69,Action|Thriller,202234,The Glimmer Man(1996)
338,5132397,1005,2.52,Children|Comedy,137641,D3: The Mighty Ducks (1996)
339,5134844,1009,3.14,Adventure|Children|Fantasy,163184,Escape to Witch Mountain (1975)
340,5137633,1012,3.55,Children|Drama,203331,Old Yeller (1957)
341,5141460,1013,3.41,Children|Comedy|Romance,79289,The Parent Trap(1961)
342,5146805,1014,3.38,Children|Comedy|Drama,130556,Pollyanna (1960)
343,5148549,1015,3.28,Adventure|Children|Drama,184464,Homeward Bound: The Incredible Journey (1993)
344,5152915,1016,3.13,Children|Comedy,76620,The Shaggy Dog(1959)
345,5154457,1017,3.51,Adventure|Children,101921,Swiss Family Robinson (1960)
346,5158166,1020,3.26,Comedy,169402,Cool Runnings (1993)
347,5166328,1021,2.84,Children|Comedy,75815,Angels in the Outfield (1994)
348,5170512,1022,3.54,Animation|Children|Fantasy|Musical|Romance,189484,Cinderella (1950)
349,5181899,1025,3.56,Animation|Children|Fantasy|Musical,194412,The Sword in the Stone(1963)
350,5188613,1028,3.72,Children|Comedy|Fantasy|Musical,187102,Mary Poppins (1964)
351,5205623,1029,3.45,Animation|Children|Drama|Musical,106831,Dumbo (1941)
352,5216549,1030,3.09,Adventure|Animation|Children|Musical,157283,Pete's Dragon (1977)
353,5220105,1031,3.34,Adventure|Children|Musical,192637,Bedknobs and Broomsticks (1971)
354,5225114,1032,3.61,Adventure|Animation|Children|Fantasy|Musical,100667,Alice in Wonderland (1951)
355,5234949,1033,3.46,Animation|Children|Drama,149245,The Fox and the Hound(1981)
356,5240179,1035,3.8,Musical|Romance,93497,The Sound of Music(1965)
357,5257331,1036,3.93,Action|Crime|Thriller,161313,Die Hard (1988)
358,5297613,1037,2.74,Action|Horror|Sci-Fi|Thriller,138284,The Lawnmower Man(1992)
359,5305449,1042,3.43,Comedy|Drama,90272,That Thing You Do! (1996)
360,5315155,1047,3.42,Action|Drama|Thriller,163094,The Long Kiss Goodnight(1996)
361,5325027,1049,3.41,Action|Adventure,78343,The Ghost and the Darkness(1996)
362,5330660,1051,3.56,Drama,188293,Trees Lounge (1996)
363,5332085,1060,3.82,Comedy|Drama,128587,Swingers (1996)
364,5342918,1061,3.63,Thriller,108019,Sleepers (1996)
365,5353390,1064,3.11,Animation|Children|Comedy|Fantasy|Musical|Romance,155605,Aladdin and the King of Thieves (1996)
